Start_DF1	End_DF1	Start_DF2	End_DF2	Overlap_Percentage_DF1	Overlap_Percentage_DF2	Strand_DF1	Strand_DF2	Feature_DF1	Feature_DF2	Tools_DF1	Tools_DF2
4362432	4364222	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4364280	4364873	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4364875	4365342	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4365564	4366538	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4365564	4366538	4366538	4368124	0.102564102564103	0.0630119722747322	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
4366538	4368124	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4368262	4368888	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4369051	4369950	4369084	4369950	96.3333333333333	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4370039	4371448	4370039	4371391	95.9574468085106	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4371673	4372833	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4371673	4372833	4372817	4373851	1.46425495262705	1.64251207729469	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, prodigal, prokka, rast
4372817	4373851	4372859	4373851	95.9420289855072	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4373867	4374577	4373867	4374559	97.4683544303797	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4374701	4375708	4374734	4375708	96.7261904761905	100	+	+	CDS	CDS	prodigal, prokka, rast	glimmer
4374701	4375708	4374767	4375708	93.4523809523809	100	+	+	CDS	CDS	prodigal, prokka, rast	gms2
4374734	4375708	4374767	4375708	96.6153846153846	100	+	+	CDS	CDS	glimmer	gms2
4375767	4377275	4375776	4377275	99.403578528827	100	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
4377306	4378181	4378181	4378453	0.114155251141553	0.366300366300366	+	+	CDS	CDS	glimmer, rast	gms2, glimmer, prodigal, prokka, rast
4377306	4378181	4377435	4378181	85.2739726027397	100	+	+	CDS	CDS	glimmer, rast	prodigal, prokka
4377306	4378181	4377459	4378181	82.5342465753425	100	+	+	CDS	CDS	glimmer, rast	gms2
4377435	4378181	4378181	4378453	0.133868808567604	0.366300366300366	+	+	CDS	CDS	prodigal, prokka	gms2, glimmer, prodigal, prokka, rast
4377435	4378181	4377459	4378181	96.7871485943775	100	+	+	CDS	CDS	prodigal, prokka	gms2
4377459	4378181	4378181	4378453	0.138312586445367	0.366300366300366	+	+	CDS	CDS	gms2	gms2, glimmer, prodigal, prokka, rast
4378181	4378453	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4378609	4379052	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4379074	4379844	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4379876	4380730	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4380816	4381766	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4382184	4383116	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4383160	4383711	4383160	4383651	89.1304347826087	100	-	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
4383765	4384766	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4384799	4413598	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4414720	4415487	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4415829	4417757	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4417758	4419614	4417758	4419572	97.7382875605816	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
4419649	4421535	4419649	4421484	97.2972972972973	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4421552	4422871	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4421552	4422871	4422846	4423142	1.96969696969697	8.75420875420875	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
4422846	4423142	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4423359	4425839	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4426112	4427125	4426112	4427083	95.8579881656805	100	-	-	CDS	CDS	gms2, prodigal, prokka	rast
4426112	4427131	4426112	4427125	99.4117647058823	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka
4426112	4427131	4426112	4427083	95.2941176470588	100	-	-	CDS	CDS	glimmer	rast
4427215	4427349	4427304	4427699	34.0740740740741	11.6161616161616	-	-	CDS	CDS	rast	gms2, glimmer, prodigal, prokka, rast
4427304	4427699	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4427707	4427832	NA	NA	0	0	+	NA	CDS	NA	glimmer	NA
4427833	4428141	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4428170	4429615	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4429779	4430843	4429845	4430843	93.8028169014084	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4430901	4431257	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4431398	4431547	NA	NA	0	0	+	NA	CDS	NA	glimmer	NA
4431584	4432663	4431587	4432663	99.7222222222222	100	+	+	CDS	CDS	prodigal, prokka	glimmer
4431584	4432663	4431590	4432663	99.4444444444444	100	+	+	CDS	CDS	prodigal, prokka	rast
4431584	4432663	4431623	4432663	96.3888888888889	100	+	+	CDS	CDS	prodigal, prokka	gms2
4431587	4432663	4431590	4432663	99.7214484679666	100	+	+	CDS	CDS	glimmer	rast
4431587	4432663	4431623	4432663	96.6573816155989	100	+	+	CDS	CDS	glimmer	gms2
4431590	4432663	4431623	4432663	96.927374301676	100	+	+	CDS	CDS	rast	gms2
4432890	4434572	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4434709	4436028	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4436268	4437074	4436369	4437061	85.8736059479554	100	+	-	CDS	CDS	gms2	glimmer, prodigal, prokka, rast
4437277	4438005	4437277	4437942	91.358024691358	100	-	-	CDS	CDS	glimmer	gms2
4437277	4438065	4437277	4437942	84.4106463878327	100	-	-	CDS	CDS	prodigal, prokka, rast	gms2
4437277	4438065	4437277	4438005	92.3954372623574	100	-	-	CDS	CDS	prodigal, prokka, rast	glimmer
4438204	4440930	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4441104	4442567	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4442599	4443729	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4443731	4453993	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4454353	4455279	4454353	4455126	83.495145631068	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4454353	4455279	4455173	4455382	11.5426105717368	50.9523809523809	-	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4455420	4456766	4455420	4456733	97.5501113585746	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
4457039	4458031	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4458054	4459061	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4459063	4460259	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4460483	4460683	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4461027	4461854	4461027	4461428	48.5507246376812	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4461027	4461854	4461589	4461747	19.2028985507246	100	-	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4462006	4462593	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4462739	4463338	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4463453	4464886	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4465457	4466437	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4467037	4467792	4467037	4467762	96.031746031746	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
4468209	4469579	4468242	4469579	97.5929978118162	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4469621	4470943	4469636	4470943	98.8662131519274	100	+	+	CDS	CDS	gms2	glimmer, prodigal, prokka, rast
4471085	4472398	4471091	4472398	99.5433789954338	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
4472522	4472668	NA	NA	0	0	-	NA	CDS	NA	glimmer	NA
4472854	4473360	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4473514	4474836	4473529	4474836	98.8662131519274	100	+	+	CDS	CDS	gms2, glimmer	prodigal, prokka, rast
4475014	4478538	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4478706	4480445	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4480549	4481868	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4482015	4482926	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4482957	4484081	4482957	4484045	96.8	100	-	-	CDS	CDS	prodigal, prokka, rast	gms2, glimmer
4484196	4484810	4484196	4484717	84.8780487804878	100	-	-	CDS	CDS	prodigal, prokka, rast	gms2, glimmer
4485035	4485928	4485380	4485928	61.4093959731544	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4486172	4486519	4486202	4486519	91.3793103448276	100	+	+	CDS	CDS	glimmer	prodigal, prokka
4486172	4486519	4486211	4486519	88.7931034482759	100	+	+	CDS	CDS	glimmer	gms2
4486202	4486519	4486211	4486519	97.1698113207547	100	+	+	CDS	CDS	prodigal, prokka	gms2
4486614	4486988	4486759	4486995	61.3333333333333	97.0464135021097	-	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4487135	4488223	4487156	4488223	98.0716253443526	100	+	+	CDS	CDS	rast	gms2, glimmer, prodigal, prokka
4488556	4489167	4488601	4489167	92.6470588235294	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4489257	4489487	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4489713	4490933	4489713	4490906	97.7886977886978	100	-	-	CDS	CDS	gms2, rast	glimmer, prodigal, prokka
4491042	4491176	NA	NA	0	0	+	NA	CDS	NA	glimmer	NA
4491413	4491805	4491413	4491649	60.3053435114504	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4491413	4491805	4491664	4491780	29.7709923664122	100	-	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4491808	4493247	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4493382	4494392	4493652	4494392	73.2937685459941	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4494629	4495219	4494665	4495219	93.9086294416244	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4495488	4496165	4495521	4496165	95.1327433628319	100	+	+	CDS	CDS	prodigal, prokka	gms2, glimmer
4495488	4496165	4495650	4496165	76.1061946902655	100	+	+	CDS	CDS	prodigal, prokka	rast
4495488	4496165	4496124	4496261	6.19469026548673	30.4347826086957	+	-	CDS	CDS	prodigal, prokka	rast
4495521	4496165	4495650	4496165	80	100	+	+	CDS	CDS	gms2, glimmer	rast
4495521	4496165	4496124	4496261	6.51162790697674	30.4347826086957	+	-	CDS	CDS	gms2, glimmer	rast
4495650	4496165	4496124	4496261	8.13953488372093	30.4347826086957	+	-	CDS	CDS	rast	rast
4496421	4497608	4496433	4497608	98.989898989899	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4497667	4499385	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4499399	4500187	4499399	4500175	98.4790874524715	100	-	-	CDS	CDS	rast	glimmer
4499399	4500196	4499399	4500175	97.3684210526316	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer
4499399	4500196	4499399	4500187	98.8721804511278	100	-	-	CDS	CDS	gms2, prodigal, prokka	rast
4500313	4502388	4500313	4502346	97.9768786127168	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4502548	4502751	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4502861	4503769	4502861	4503706	93.0693069306931	100	-	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
4504203	4504361	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4504377	4504622	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4504789	4505829	4504789	4505127	32.5648414985591	100	-	-	CDS	CDS	gms2, prodigal, prokka	rast
4504789	4505829	4505273	4505395	11.8155619596542	100	-	+	CDS	CDS	gms2, prodigal, prokka	rast
4504789	4505865	4504789	4505829	96.6573816155989	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka
4504789	4505865	4504789	4505127	31.4763231197772	100	-	-	CDS	CDS	glimmer	rast
4504789	4505865	4505273	4505395	11.4206128133705	100	-	+	CDS	CDS	glimmer	rast
4506023	4507144	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4507436	4508344	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4508430	4509356	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4509428	4510195	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4510208	4511452	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4511745	4512080	4511745	4512047	90.1785714285714	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4512165	4513130	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4513170	4513709	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4513787	4513891	4513890	4514645	1.9047619047619	0.264550264550265	-	+	CDS	CDS	gms2	gms2, glimmer, prodigal, prokka, rast
4513890	4514645	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4514679	4515314	4514685	4515314	99.0566037735849	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2
4514679	4515314	4514757	4515314	87.7358490566038	100	+	+	CDS	CDS	glimmer, prodigal, prokka	rast
4514685	4515314	4514757	4515314	88.5714285714286	100	+	+	CDS	CDS	gms2	rast
4515323	4516543	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4516870	4516989	NA	NA	0	0	+	NA	CDS	NA	rast	NA
4517128	4517907	4517176	4517907	93.8461538461538	100	+	+	CDS	CDS	glimmer	prodigal, prokka, rast
4517128	4517907	4517140	4517907	98.4615384615385	100	+	+	CDS	CDS	glimmer	gms2
4517140	4517907	4517176	4517907	95.3125	100	+	+	CDS	CDS	gms2	prodigal, prokka, rast
4517981	4518112	NA	NA	0	0	-	NA	CDS	NA	glimmer	NA
4518264	4519772	4518321	4519772	96.2226640159046	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
4519816	4521918	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4521926	4523044	4521938	4523044	98.9276139410188	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka
4521926	4523044	4522034	4523044	90.3485254691689	100	+	+	CDS	CDS	glimmer	rast
4521938	4523044	4522034	4523044	91.3279132791328	100	+	+	CDS	CDS	gms2, prodigal, prokka	rast
4523079	4526240	4526230	4526868	0.347881087919039	1.72143974960876	+	+	CDS	CDS	gms2	gms2, glimmer, prodigal, prokka, rast
4523079	4526240	4523088	4526240	99.7153700189753	100	+	+	CDS	CDS	gms2	glimmer, prodigal, prokka, rast
4523088	4526240	4526230	4526868	0.348874088169997	1.72143974960876	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
4526230	4526868	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4526953	4527876	4526965	4527876	98.7012987012987	100	+	+	CDS	CDS	rast	gms2, glimmer, prodigal, prokka
4526953	4527876	4527859	4527990	1.94805194805195	13.6363636363636	+	-	CDS	CDS	rast	glimmer
4526965	4527876	4527859	4527990	1.97368421052632	13.6363636363636	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka	glimmer
4528089	4528820	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4529008	4529901	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4529915	4530955	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4531012	4531191	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4531228	4532928	4531228	4532919	99.4708994708995	100	-	-	CDS	CDS	glimmer	gms2, rast
4531228	4533003	4532948	4533760	3.15315315315315	6.88806888068881	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer, prodigal, prokka, rast
4531228	4533003	4531228	4532919	95.2702702702703	100	-	-	CDS	CDS	prodigal, prokka	gms2, rast
4531228	4533003	4531228	4532928	95.777027027027	100	-	-	CDS	CDS	prodigal, prokka	glimmer
4532948	4533760	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4534078	4534902	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4535003	4535455	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4535840	4536697	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4536843	4537394	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4537513	4538307	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4538692	4541361	4538848	4541361	94.1573033707865	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
4541496	4542443	4541496	4542401	95.5696202531646	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4542714	4543853	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4544007	4544687	4544019	4544687	98.2378854625551	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
4544808	4546001	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4544808	4546001	4545994	4547541	0.670016750418761	0.516795865633075	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
4545994	4547541	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4547681	4548760	4547690	4548760	99.1666666666667	100	+	+	CDS	CDS	glimmer, prodigal, prokka	rast
4547681	4548760	4547750	4548760	93.6111111111111	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2
4547690	4548760	4547750	4548760	94.3977591036415	100	+	+	CDS	CDS	rast	gms2
4548780	4549817	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4550079	4551308	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4551476	4552408	4551485	4552408	99.0353697749196	100	+	+	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
4552827	4554317	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4554539	4555921	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4556020	4556400	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4556506	4557054	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4557138	4557296	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4557317	4558696	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4558920	4559078	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4559222	4560331	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4561085	4561291	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4561292	4562413	4561373	4562413	92.7807486631016	100	+	+	CDS	CDS	glimmer, rast	gms2, prodigal, prokka
4562426	4563343	4562441	4563343	98.3660130718954	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4563504	4564043	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4564151	4564588	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4564835	4564957	4564915	4565946	34.9593495934959	4.16666666666667	-	+	CDS	CDS	glimmer, rast	gms2, prodigal, prokka, rast
4564835	4564957	4564951	4565946	5.69105691056911	0.70281124497992	-	+	CDS	CDS	glimmer, rast	glimmer
4564915	4565946	4564951	4565946	96.5116279069767	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4566130	4566675	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4566893	4567498	4566944	4567498	91.5841584158416	100	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
4567538	4568443	4567538	4568431	98.6754966887417	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4568588	4569055	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4569195	4571249	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4571445	4572113	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4572280	4574871	4572289	4574871	99.6527777777778	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
4574926	4576464	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4576546	4578117	4576546	4578036	94.8473282442748	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4578749	4579171	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4579538	4581670	4579550	4581670	99.4374120956399	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
4582050	4582844	4582056	4582844	99.2452830188679	100	+	+	CDS	CDS	gms2, glimmer, rast	prodigal, prokka
4582913	4583383	4582913	4583353	93.6305732484076	100	-	-	CDS	CDS	prodigal, prokka, rast	gms2, glimmer
4583500	4585632	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4586177	4586545	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4586738	4587526	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4587605	4588285	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4588346	4588915	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4588997	4589641	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4589845	4590069	4589860	4590069	93.3333333333333	100	+	+	CDS	CDS	glimmer	gms2, rast
4590140	4590313	4590197	4590313	67.2413793103448	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4590464	4591006	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4591647	4592522	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4592654	4593634	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4593693	4593812	NA	NA	0	0	-	NA	CDS	NA	glimmer	NA
4594226	4595185	4594235	4595185	99.0625	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
4595192	4596097	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4596332	4601683	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4601684	4605784	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4605799	4609482	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4609489	4612368	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4612904	4613752	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4614080	4614211	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4614233	4618924	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4619148	4620212	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4620278	4622209	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4622229	4625849	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4622229	4625849	4625824	4628970	0.71803369235018	0.82618366698443	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, prodigal, prokka, rast
4622229	4625849	4625824	4628979	0.71803369235018	0.82382762991128	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	glimmer
4625824	4628979	4625824	4628970	99.7148288973384	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4625824	4628979	4628973	4629212	0.221799746514575	2.91666666666667	-	-	CDS	CDS	glimmer	gms2
4629242	4629517	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4629708	4630820	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4629708	4630820	4630789	4631535	2.87511230907457	4.28380187416332	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, prodigal, prokka, rast
4630789	4631535	4630915	4631535	83.1325301204819	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4632253	4633482	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
